papel;cotacao;pl;pvp;psr;dy;pa;pcg;pebit;pacl;evebit;evebitda;mrgebit;mrgliq;roic;roe;liqc;liq2m;patrliq;divbpatr;c5y
BMOB3;22.21;12.95;1.67;1.163;0.1189;1.1;2.77;13.47;3.11;10.24;6.86;0.0864;0.092;0.12480000000000001;0.1293;2.34;9753710.0;1135950000.0;0.02;0.4073
BMTO3;7.82;17.84;2.14;0.0;0.0;2.097;0.0;-2711.85;0.0;-2710.74;-1526.3;0.0;0.0;0.0;0.12;0.0;0.0;1046320000.0;0.0;0.0
BMTO4;7.57;17.27;2.07;0.0;0.0;2.03;0.0;-2625.16;0.0;-2624.05;-1477.48;0.0;0.0;0.0;0.12;0.0;0.0;1046320000.0;0.0;0.0
BNBR3;116.2;4.06;0.74;0.0;0.0519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1819;0.0;32610.2;15521300000.0;0.0;0.0802
BNBR4;27.01;0.94;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1819;0.0;0.0;15521300000.0;0.0;0.0802
BNCA3;70.3;-90.3;2.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.027200000000000002;0.0;0.0;3068150000.0;0.0;0.0241
BOAS3;7.95;15.22;1.83;4.929;0.0;1.699;3.34;25.6;3.54;18.69;8.52;0.1925;0.3239;0.1276;0.1204;12.37;0.0;2298770000.0;0.0;0.1099
BOBR3;1.0;3.57;275.96;0.169;0.0;0.283;-15.43;1.28;-0.61;2.56;2.26;0.1324;0.0473;0.3333;77.215;0.97;0.0;944000.0;400.27;0.10550000000000001
BOBR4;1.27;-0.21;-0.21;0.207;0.0;0.399;-6.69;1.67;-0.16;2.89;2.53;0.1241;-0.9715;0.336;0.9655;0.89;15671.6;-1607720000.0;-0.18;0.0913
BOVH3;15.71;0.0;6.16;0.0;0.0;4.874;6.9;0.0;6.91;0.0;0.0;0.0;0.0;0.0;0.0;4.4;0.0;1843320000.0;0.0;0.0
BPAC11;54.72;14.3;3.2;0.0;0.022799999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2238;0.0;447165000.0;65605500000.0;0.0;0.13419999999999999
BPAC3;38.56;30.22;6.76;0.0;0.0108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2238;0.0;222141.0;65605500000.0;0.0;0.13419999999999999
BPAC5;11.05;8.66;1.94;0.0;0.037599999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2238;0.0;100543.0;65605500000.0;0.0;0.13419999999999999
BPAN4;11.74;19.77;1.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0967;0.0;20357200.0;7792670000.0;0.0;-0.015300000000000001
BPAR3;182.07;6.87;0.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11349999999999999;0.0;0.0;2221930000.0;0.0;0.1017
BPAT33;20.0;0.0;0.82;0.0;0.35719999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;876492000.0;0.0;0.0
BPHA3;0.62;0.06;-0.24;-20.054;0.0;0.995;-0.38;0.78;-0.2;1.6;1.43;-25.8169;-336.525;4.0100999999999996;-4.025;0.06;0.0;-292294000.0;-0.26;-0.5339
BPIA3;6.1;5.64;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1884;0.0;0.0;77395000.0;0.0;0.1341
BPNM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0967;0.0;0.0;7792670000.0;0.0;-0.015300000000000001
BRAP3;18.26;6.36;0.79;0.0;0.1631;0.779;16.21;-204.85;16.36;-189.67;-189.67;0.0;0.0;-0.004;0.12380000000000001;5.95;1409730.0;9123790000.0;0.0;0.0
BRAP4;21.02;7.32;0.91;0.0;0.1559;0.896;18.66;-235.81;18.83;-220.63;-220.63;0.0;0.0;-0.004;0.12380000000000001;5.95;98451500.0;9123790000.0;0.0;0.0
BRAV3;16.66;7.96;0.62;0.702;0.0;0.184;2.2;2.81;-0.36;6.6;3.88;0.2498;0.08810000000000001;0.0779;0.0783;1.72;165978000.0;12403500000.0;1.28;1.0916
BRBI11;19.23;11.69;2.49;6.335;0.0967;0.119;3.03;432.72;3.03;185.07;64.03;0.0146;0.5418;0.028300000000000002;0.2133;1.04;5138010.0;809605000.0;19.31;-0.4146
BRFS3;17.95;8.49;2.03;0.441;0.12279999999999999;0.445;3.6;4.05;-1.71;5.24;3.48;0.109;0.0552;0.20920000000000002;0.239;1.33;0.0;14084100000.0;1.58;0.0812
BRGE11;13.18;33.11;0.73;273.039;0.021400000000000002;0.325;0.85;-1.39;1.65;0.89;0.91;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRGE12;13.47;33.84;0.75;279.047;0.0;0.332;0.87;-1.42;1.68;0.86;0.88;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRGE3;13.5;33.91;0.75;279.668;0.0;0.333;0.87;-1.42;1.69;0.86;0.87;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRGE5;13.18;33.11;0.73;273.039;0.0;0.325;0.85;-1.39;1.65;0.89;0.91;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRGE6;12.92;32.46;0.72;267.653;0.0436;0.318;0.83;-1.36;1.62;0.92;0.94;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRGE7;13.07;32.83;0.73;270.76;0.025099999999999997;0.322;0.84;-1.38;1.63;0.9;0.92;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRGE8;13.17;33.08;0.73;272.832;0.0178;0.324;0.85;-1.39;1.65;0.89;0.91;-196.36900000000003;13.812899999999999;-0.5003;0.022099999999999998;3.06;0.0;1324180000.0;0.0;-0.4561
BRIT3;3.06;11.85;0.88;1.003;0.0;0.339;3.39;7.18;-1.03;12.58;4.16;0.1396;0.08449999999999999;0.0652;0.07440000000000001;1.54;0.0;1557890000.0;1.25;0.2257
BRIV3;12.86;71.86;0.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0095;0.0;0.0;1671490000.0;0.0;-0.4472
BRIV4;12.54;70.08;0.66;0.0;0.026099999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0095;0.0;0.0;1671490000.0;0.0;-0.4472
BRKM3;8.26;-1.39;-1.86;0.089;0.0;0.075;1.68;-3.19;-0.1;-21.29;16.94;-0.027999999999999997;-0.0723;-0.031200000000000002;1.3456000000000001;1.18;187390.0;-3533000000.0;-12.66;-0.0837
BRKM5;8.02;-1.34;-1.81;0.087;0.0;0.073;1.63;-3.1;-0.1;-21.2;16.87;-0.027999999999999997;-0.0723;-0.031200000000000002;1.3456000000000001;1.18;34822700.0;-3533000000.0;-12.66;-0.0837
BRKM6;8.0;-1.34;-1.81;0.086;0.0;0.073;1.63;-3.09;-0.1;-21.19;16.86;-0.027999999999999997;-0.0723;-0.031200000000000002;1.3456000000000001;1.18;1325.2;-3533000000.0;-12.66;-0.0837
BRML3;8.26;12.56;0.57;4.133;0.0;0.34;6.6;6.1;-1.1;7.84;7.24;0.6779999999999999;0.3715;0.0602;0.0453;2.42;0.0;11910400000.0;0.28;0.1387
BRPR3;131.17;-0.57;0.05;0.695;12.0289;0.038;1.73;12.11;-0.49;-3.7;-2.55;0.0574;-1.2398;0.0034999999999999996;-0.0934;1.12;0.0;1136910000.0;0.07;-0.2505
BRSR3;17.97;5.97;0.68;0.0;0.0892;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11320000000000001;0.0;174540.0;10874300000.0;0.0;0.0541
BRSR4;181.1;0.06;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11320000000000001;0.0;0.0;10874300000.0;0.0;0.0541
BRSR5;15.1;5.02;0.57;0.0;0.1258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11320000000000001;0.0;276.3;10874300000.0;0.0;0.0541
BRSR6;16.7;5.55;0.63;0.0;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11320000000000001;0.0;23003600.0;10874300000.0;0.0;0.0541
BRST3;3.51;22.2;0.98;0.95;0.011699999999999999;0.372;-31.43;6.81;-0.83;14.05;4.44;0.13970000000000002;0.043;0.061200000000000004;0.043899999999999995;0.93;788057.0;1576320000.0;1.25;0.0
BRTP3;35.71;-67.26;2.45;1.168;0.0;0.684;8.98;6.03;-2.4;7.55;7.55;0.1937;-0.0296;0.1341;-0.0364;1.29;0.0;5302340000.0;0.91;0.0366
BRTP4;20.81;-39.19;1.43;0.681;0.0;0.399;5.23;3.51;-1.4;5.03;5.03;0.1937;-0.0296;0.1341;-0.0364;1.29;0.0;5302340000.0;0.91;0.0366
BSCT3;4.05;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09050000000000001;0.0;0.0;212960000.0;0.0;0.0192
BSCT5;3.5;30.51;2.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09050000000000001;0.0;0.0;212960000.0;0.0;0.0192
BSCT6;2.58;22.49;2.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09050000000000001;0.0;0.0;212960000.0;0.0;0.0192
BSEV3;9.0;56.31;-10.76;0.889;0.0;0.776;-1.59;4.4;-1.02;7.59;3.7;0.20190000000000002;0.0158;0.2066;-0.1912;0.39;0.0;-853187000.0;-8.95;0.0712
BSGR3;1091.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BSLI3;6.73;4.69;0.82;0.0;0.060700000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1752;0.0;45563.9;3984960000.0;0.0;0.1764
BSLI4;7.12;4.96;0.87;0.0;0.06309999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1752;0.0;22596.7;3984960000.0;0.0;0.1764
BUET3;24.99;-5.46;-0.97;1.961;0.0;0.572;-0.67;-13.13;-0.39;-22.6;-36.32;-0.1493;-0.3593;-0.059500000000000004;0.1779;0.11;0.0;-124674000.0;-0.7;0.0455
BUET4;18.49;-4.04;-0.72;1.451;0.0;0.423;-0.5;-9.72;-0.29;-19.18;-30.83;-0.1493;-0.3593;-0.059500000000000004;0.1779;0.11;0.0;-124674000.0;-0.7;0.0455
CAFE3;2.0;0.02;-0.01;0.283;0.0;0.015;-0.01;-0.53;-0.01;-45.67;-53.96;-0.5307;21.638;-0.0281;-0.6417;0.02;0.0;-377387000.0;-0.98;-0.113
CAFE4;0.5;0.0;0.0;0.071;0.0;0.004;0.0;-0.13;0.0;-45.27;-53.49;-0.5307;21.638;-0.0281;-0.6417;0.02;0.0;-377387000.0;-0.98;-0.113
CALI3;16.05;5.3;0.63;0.593;0.0168;0.163;0.28;9.24;1.64;15.69;13.3;0.0642;0.114;0.0196;0.1184;5.79;2409.62;178731000.0;0.73;0.1547
CALI4;50.0;16.51;1.96;1.846;0.0;0.509;0.87;28.77;5.12;35.23;29.85;0.0642;0.114;0.0196;0.1184;5.79;0.0;178731000.0;0.73;0.1547
CAMB3;9.43;6.04;1.28;1.013;0.1121;1.005;2.9;5.69;3.35;4.82;4.02;0.1778;0.1677;0.22329999999999997;0.21239999999999998;3.04;259817.0;310829000.0;0.01;0.1508
CAMB4;6.25;4.0;0.85;0.671;0.0;0.666;1.92;3.77;2.22;2.9;2.42;0.1778;0.1677;0.22329999999999997;0.21239999999999998;3.04;0.0;310829000.0;0.01;0.1508
CAML3;5.75;12.24;0.59;0.171;0.051;0.177;0.94;3.88;-1.3;11.05;7.28;0.0441;0.013999999999999999;0.0644;0.0479;1.51;4399170.0;3429760000.0;1.64;0.0947
CASH3;3.96;8.21;0.82;1.051;0.0;0.672;6.45;5.83;9.61;4.96;4.02;0.1802;0.125;0.1313;0.1003;1.73;7348060.0;544430000.0;0.0;0.1477
CASN3;10.45;31.17;4.67;5.593;0.0005;2.015;92.16;17.85;-5.25;21.06;15.91;0.3134;0.1794;0.124;0.14980000000000002;1.13;0.0;2575430000.0;1.01;0.1631
CBAV3;8.65;24.05;1.25;0.635;0.0;0.406;2.43;19.32;-1.24;30.18;8.58;0.032799999999999996;0.0381;0.0253;0.0518;2.01;33666600.0;4521800000.0;0.97;-0.0083
CBEE3;10.02;6.56;0.46;0.406;0.0418;0.189;-1.0;3.81;-0.48;8.93;4.52;0.10640000000000001;0.061900000000000004;0.054000000000000006;0.0699;0.51;6002.02;8308650000.0;0.63;0.042199999999999994
CBMA3;0.01;0.0;0.0;0.088;0.0;0.008;-0.28;0.05;0.0;1445.63;1272.69;1.7787;-131.96200000000002;0.15289999999999998;0.0496;0.5;0.0;-29580200000.0;-1.02;1.143
CCHI3;0.02;0.0;-0.01;0.0;0.0;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-160477000.0;0.0;0.2036
CCIM3;5.52;-16.44;0.94;0.498;0.0;0.198;0.53;8.96;-1.09;25.04;38.84;0.0555;-0.030299999999999997;0.023799999999999998;-0.0575;2.58;0.0;660347000.0;1.93;0.2998
CCTU4;37.28;7.65;0.92;0.307;0.0;0.405;2.29;14.56;-28.32;21.77;21.77;0.021;0.04;0.0296;0.1207;1.48;0.0;82550000.0;0.48;0.12539999999999998
CCTY3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCXC3;1.16;-0.48;-0.04;0.0;0.0;0.185;0.0;-0.65;0.0;-0.52;-0.52;0.0;0.0;0.0;0.0785;0.0;0.0;-52699000.0;0.0;0.0
CEAB3;10.79;6.29;0.94;0.412;0.0518;0.373;2.35;3.27;-2.94;3.34;2.48;0.126;0.06559999999999999;0.16140000000000002;0.1495;1.5;153741000.0;3536830000.0;0.35;0.1198
CEBR3;27.99;10.48;2.03;4.206;0.16010000000000002;1.408;3.11;14.52;3.55;11.02;10.41;0.2896;0.5075;0.1507;0.1936;7.12;141271.0;994854000.0;0.0;0.07980000000000001
CEBR5;26.3;9.84;1.91;3.952;0.1704;1.323;2.92;13.65;3.34;10.15;9.58;0.2896;0.5075;0.1507;0.1936;7.12;114970.0;994854000.0;0.0;0.07980000000000001
CEBR6;29.1;10.89;2.11;4.373;0.16940000000000002;1.464;3.24;15.1;3.69;11.6;10.95;0.2896;0.5075;0.1507;0.1936;7.12;317397.0;994854000.0;0.0;0.07980000000000001
CEDO3;14.0;3.43;0.48;0.148;0.0;0.146;4.0;0.99;-0.52;3.7;3.11;0.1489;0.0429;0.161;0.1405;1.1;822.73;290830000.0;1.34;-0.0098
CEDO4;9.91;2.43;0.34;0.105;0.0;0.104;2.83;0.7;-0.37;3.41;2.87;0.1489;0.0429;0.161;0.1405;1.1;6166.23;290830000.0;1.34;-0.0098
CEEB3;44.5;5.59;1.36;0.635;0.1353;0.349;-39.54;2.58;-0.62;6.08;4.94;0.2462;0.11359999999999999;0.146;0.2433;0.95;110771.0;8568000000.0;1.98;0.06280000000000001
CEEB5;39.0;4.9;1.19;0.557;0.15439999999999998;0.306;-34.65;2.26;-0.54;5.76;4.68;0.2462;0.11359999999999999;0.146;0.2433;0.95;3360.9;8568000000.0;1.98;0.06280000000000001
CEED3;8.95;-0.98;-0.15;0.1;0.0;0.068;1.22;1.06;-0.06;11.39;8.25;0.0944;-0.1025;0.0779;0.1549;1.22;67.13;-4031280000.0;-1.68;0.067
CEED4;20.0;-2.19;-0.34;0.224;0.0;0.153;2.72;2.37;-0.13;12.71;9.2;0.0944;-0.1025;0.0779;0.1549;1.22;0.0;-4031280000.0;-1.68;0.067
CEGR3;63.0;28.36;8.18;3.317;0.0104;3.505;-48.44;15.73;-10.36;16.35;14.17;0.2108;0.11699999999999999;0.2582;0.28850000000000003;0.76;1484.0;1999410000.0;0.46;0.001
CELM3;15.0;-0.67;-0.16;0.257;0.0;0.132;-0.21;-1.02;-0.1;-4.26;-4.26;-0.2514;-0.3836;-0.156;0.2341;0.44;0.0;-11104000.0;-0.66;0.057999999999999996
CEPE3;128.0;15.86;4.49;1.125;0.0;0.647;19.37;6.46;-1.03;11.89;9.07;0.174;0.0709;0.11130000000000001;0.2829;1.17;0.0;2128000000.0;4.12;0.0014000000000000002
CEPE5;40.12;4.97;1.41;0.353;0.0;0.203;6.07;2.03;-0.32;7.45;5.69;0.174;0.0709;0.11130000000000001;0.2829;1.17;0.0;2128000000.0;4.12;0.0014000000000000002
CEPE6;43.0;5.33;1.51;0.378;0.0;0.217;6.51;2.17;-0.35;7.59;5.8;0.174;0.0709;0.11130000000000001;0.2829;1.17;0.0;2128000000.0;4.12;0.0014000000000000002
CESP3;25.55;9.3;1.93;5.377;0.0;0.68;12.96;22.06;-1.22;35.57;16.49;0.2437;0.5781000000000001;0.0332;0.2071;2.37;0.0;4625770000.0;1.36;-0.0405
CESP4;16.29;0.01;0.0;0.003;0.0;0.0;0.01;0.01;0.0;13.52;6.27;0.2437;0.5781000000000001;0.0332;0.2071;2.37;0.0;4625770000.0;1.36;-0.0405
CESP5;25.0;9.1;1.88;5.261;0.0;0.665;12.68;21.59;-1.2;35.1;16.27;0.2437;0.5781000000000001;0.0332;0.2071;2.37;0.0;4625770000.0;1.36;-0.0405
CESP6;25.25;9.19;1.9;5.313;0.0;0.672;12.8;21.8;-1.21;35.31;16.37;0.2437;0.5781000000000001;0.0332;0.2071;2.37;0.0;4625770000.0;1.36;-0.0405
CFLU4;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0888;0.1072;0.17679999999999998;0.3215;1.1;0.0;60351000.0;0.06;0.0814
CGAS3;126.9;10.4;8.3;1.303;0.0695;1.131;12.96;5.56;-1.96;7.9;6.42;0.2343;0.1252;0.2407;0.7979999999999999;1.43;12440.0;2026140000.0;4.25;0.033
CGAS5;132.4;10.85;8.66;1.359;0.0733;1.18;13.53;5.8;-2.05;8.14;6.61;0.2343;0.1252;0.2407;0.7979999999999999;1.43;141500.0;2026140000.0;4.25;0.033
CGOS3;26.2;-4.85;1.89;0.509;0.0;0.167;-0.83;-256.6;-0.25;-570.29;-570.29;-0.002;-0.1048;-0.0008;-0.39020000000000005;0.54;0.0;453387000.0;2.48;0.0897
CGOS4;16.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.16;0.0;-313.85;-313.85;-0.002;-0.1048;-0.0008;-0.39020000000000005;0.54;0.0;453387000.0;2.48;0.0897
CGRA3;26.8;6.3;0.67;0.865;0.22149999999999997;0.489;1.69;7.06;2.76;4.7;3.56;0.1225;0.1375;0.092;0.1065;2.81;96302.1;957426000.0;0.0;0.0552
CGRA4;26.6;6.25;0.67;0.859;0.2232;0.485;1.68;7.01;2.74;4.65;3.52;0.1225;0.1375;0.092;0.1065;2.81;674434.0;957426000.0;0.0;0.0552
CIEL3;5.83;11.35;1.54;2.455;0.0;0.144;1.54;39.88;6.16;61.46;61.46;0.0616;0.2163;0.0151;0.136;1.12;0.0;10263200000.0;1.03;0.0552
CIQU3;12.49;6.63;1.05;0.413;0.0;0.515;3.33;4.25;7.55;7.5;5.23;0.09720000000000001;0.0622;0.127;0.15869999999999998;1.36;0.0;296175000.0;0.84;0.1623
CLAN3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0105;0.0;0.0;1012240000.0;0.0;-0.6396000000000001
CLAN4;3.0;-44.92;0.47;15.151;0.0;0.406;-15.5;-82.56;-6.36;-97.43;22.68;-0.18350000000000002;-0.3373;-0.005;-0.0105;0.73;0.0;1012240000.0;0.08;-0.6396000000000001
CLSA3;10.51;-24.46;3.06;4.148;0.0;2.3;7.91;-13.18;8.04;-10.92;-16.07;-0.3148;-0.1696;-0.3079;-0.1252;2.19;0.0;644827000.0;0.0;-0.0003
CLSC3;116.0;6.38;1.13;0.384;0.0762;0.331;6.35;3.82;-0.77;7.34;5.56;0.1005;0.0602;0.09609999999999999;0.1775;1.23;13966.9;3951430000.0;1.15;0.008
CLSC4;129.5;7.12;1.26;0.429;0.0751;0.37;7.09;4.27;-0.86;7.79;5.89;0.1005;0.0602;0.09609999999999999;0.1775;1.23;578700.0;3951430000.0;1.15;0.008
CLSC5;39.01;2.15;0.38;0.129;0.0;0.111;2.14;1.29;-0.26;4.8;3.64;0.1005;0.0602;0.09609999999999999;0.1775;1.23;0.0;3951430000.0;1.15;0.008
CLSC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3951430000.0;0.0;0.008
CMET4;3.91;8.1;5.38;3.068;0.0;3.136;9.47;5.72;27.2;5.34;5.34;0.5363;0.4303;0.8140000000000001;0.664;2.64;0.0;2847970000.0;0.18;0.3018
CMIG3;14.22;10.12;1.42;0.959;0.0632;0.628;-24.86;6.2;-1.79;8.19;6.69;0.1548;0.09480000000000001;0.11109999999999999;0.1399;0.89;1953190.0;28728500000.0;0.54;0.0764
CMIG4;10.96;7.8;1.09;0.739;0.08199999999999999;0.484;-19.16;4.77;-1.38;6.77;5.53;0.1548;0.09480000000000001;0.11109999999999999;0.1399;0.89;135295000.0;28728500000.0;0.54;0.0764
CMIN3;5.5;12.21;2.99;1.683;0.08789999999999999;0.831;3.56;5.51;-3.19;4.71;3.85;0.3054;0.1378;0.2667;0.2447;2.02;41381200.0;10097400000.0;0.91;0.0024
CMMA4;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.03;0.0;0.0;0.0;-0.0192;0.0;0.0;-79623000.0;0.0;0.0
CNFB4;5.99;9.01;1.57;1.511;0.0;0.872;3.47;8.27;53.95;10.05;7.85;0.1827;0.1677;0.1201;0.1739;2.2;0.0;1552470000.0;0.47;-0.1061
COCE3;34.98;10.26;0.58;0.342;0.0349;0.191;-1.05;2.43;-0.42;7.01;4.39;0.1408;0.0333;0.0882;0.0564;0.53;168.7;5211990000.0;1.12;0.0316
COCE5;34.99;10.26;0.58;0.342;0.0348;0.191;-1.05;2.43;-0.42;7.01;4.39;0.1408;0.0333;0.0882;0.0564;0.53;390167.0;5211990000.0;1.12;0.0316
COCE6;35.0;10.27;0.58;0.342;0.0;0.192;-1.05;2.43;-0.42;7.01;4.39;0.1408;0.0333;0.0882;0.0564;0.53;0.0;5211990000.0;1.12;0.0316
COGN3;3.68;5.71;0.6;1.089;0.044800000000000006;0.319;3.92;3.36;-1.35;5.62;4.3;0.32380000000000003;0.207;0.1054;0.1043;1.81;96683800.0;12762500000.0;0.5;0.1257
CORR3;12.0;0.04;0.06;0.834;0.0;0.017;0.03;-0.08;0.42;3.33;3.38;-10.576600000000001;21.4114;-0.8543999999999999;1.5284;4.25;0.0;4665000.0;0.0;-0.42090000000000005
CORR4;82.0;0.27;0.41;5.701;0.0;0.118;0.2;-0.54;2.84;2.87;2.91;-10.576600000000001;21.4114;-0.8543999999999999;1.5284;4.25;0.0;4665000.0;0.0;-0.42090000000000005
CPFE3;53.54;11.32;2.72;1.387;0.052199999999999996;0.748;606.67;5.45;-1.53;7.47;6.33;0.2546;0.1293;0.1564;0.2404;1.01;115955000.0;22670100000.0;1.27;0.0387
CPFG3;12.65;1.89;0.7;0.703;0.0;0.378;28.88;1.14;-1.74;1.25;1.04;0.6157;0.51;0.3556;0.3716;1.14;0.0;3268670000.0;0.17;-0.024700000000000003
CPFG4;12.26;1.84;0.68;0.681;0.0;0.367;27.99;1.11;-1.69;1.22;1.02;0.6157;0.51;0.3556;0.3716;1.14;0.0;3268670000.0;0.17;-0.024700000000000003
CPFP4;44.0;4.21;3.64;0.388;0.0;0.267;23.88;1.97;-0.44;4.11;3.6;0.1974;0.09230000000000001;0.1714;0.8639;1.04;0.0;642439000.0;5.78;0.0574
CPLE11;50.12;13.54;1.15;1.199;0.0;0.482;7.51;6.87;-1.3;10.77;8.05;0.1744;0.08800000000000001;0.079;0.085;1.43;0.0;25986000000.0;0.81;0.012
CPLE3;12.82;17.32;1.47;1.533;0.09539999999999998;0.616;9.61;8.79;-1.67;12.69;9.48;0.1744;0.08800000000000001;0.079;0.085;1.43;168725000.0;25986000000.0;0.81;0.012
CPLE5;13.58;18.34;1.56;1.624;0.0322;0.653;10.18;9.31;-1.76;13.21;9.87;0.1744;0.08800000000000001;0.079;0.085;1.43;101460000.0;25986000000.0;0.81;0.012
CPLE6;14.26;19.26;1.64;1.705;0.030699999999999998;0.686;10.69;9.78;-1.85;13.67;10.22;0.1744;0.08800000000000001;0.079;0.085;1.43;0.0;25986000000.0;0.81;0.012
CPNY3;2.35;-11.0;0.42;0.232;0.0;0.054;0.2;1.21;-0.13;4.21;4.21;0.1913;-0.021099999999999997;0.0548;-0.038599999999999995;2.26;0.0;398830000.0;2.33;0.201
CPRE3;18.23;10.21;2.26;2.975;0.0;1.005;3979.66;5.36;-2.62;5.35;4.26;0.5550999999999999;0.2973;0.21;0.2218;1.0;0.0;4781410000.0;0.2;0.0209
CPSL3;38.02;8.56;3.49;0.787;0.0;2.043;7.39;5.79;11.84;5.48;5.48;0.1359;0.092;0.5715;0.4082;1.89;0.0;1634730000.0;0.17;0.16210000000000002
CRBM3;90.0;-28.95;3.26;1.498;0.0;1.172;2.98;-15.45;16.9;-14.17;-14.17;-0.09699999999999999;-0.0518;-0.12710000000000002;-0.1128;2.24;0.0;827347000.0;0.45;-0.0158
CRBM7;60.0;-19.3;2.18;0.999;0.0;0.782;1.99;-10.3;11.26;-9.02;-9.02;-0.09699999999999999;-0.0518;-0.12710000000000002;-0.1128;2.24;0.0;827347000.0;0.45;-0.0158
CREM3;14.5;32.69;2.45;0.685;0.0;0.67;4.89;8.52;-5.41;12.04;7.07;0.0805;0.021;0.11359999999999999;0.075;1.29;0.0;189701000.0;1.58;-0.0027
CREM4;48.0;0.11;0.01;0.002;0.0;0.002;0.02;0.03;-0.02;3.55;2.09;0.0805;0.021;0.11359999999999999;0.075;1.29;0.0;189701000.0;1.58;-0.0027
CRFB3;8.48;9.84;0.83;0.15;0.0;0.186;5.86;3.78;-0.68;8.04;5.79;0.0395;0.0171;0.0632;0.0848;1.07;0.0;21435000000.0;1.18;0.1131
CRIV3;6.98;39.11;0.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0174;0.0;0.0;1058750000.0;0.0;-0.001
CRIV4;6.74;37.77;0.66;0.0;0.036000000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0174;0.0;0.0;1058750000.0;0.0;-0.001
CRPG3;17.01;-20.52;0.88;0.648;0.0;0.536;1.5;-12.74;2.21;-10.65;-52.99;-0.0509;-0.0316;-0.059500000000000004;-0.0429;2.3;510.95;560276000.0;0.01;-0.087
